[32minfo | 2023-06-06T19:02:21.448Z | b1e67136-92ce-4564-9c21-25a0be4ab3fb | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T20:08:45.963Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | found project: {"id":"6e6e66786e71636e65783568","name":" yODR97i","owner":{"userid":"6488cccd8c748815c945e71e","name":" FwQG3  JFPvZ92O","email":"dzjbc@zbitech.io"},"team":{"id":"6488cccd8c748815c945e720","name":" rFVc6"},"network":"testnet","status":"new","description":" wjCWsjYxsjEJyXyyJOsi"}[39m
[32minfo | 2023-06-13T20:08:45.985Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | create instance: {"id":"6488cccd8c748815c945e739","name":" nsHbn08","type":"zcash","project":" CI8oee2","description":" sPSThi  3b76g  cozP5Nb    R4","status":"stopped","request":{"cpu":"0.5","memory":"0.5","peers":[]}}[39m
[32minfo | 2023-06-13T20:08:45.995Z | 1d0d7207-b901-4702-b60c-b326e347b6f7 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:08:45.998Z | 1d0d7207-b901-4702-b60c-b326e347b6f7 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T20:08:46.012Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.findInstance | found instance: {"_id":"6488cccd8c748815c945e74f","name":" R4fDssK","type":"zcash","project":{"_id":"77336e7970373831656e6c6f","name":" DrzIrwa"},"request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488cccd8c748815c945e750","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"resources":{"configmap":{"_id":"6488cccd8c748815c945e747","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"secret":{"_id":"6488cccd8c748815c945e748","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"persistentvolumeclaim":{"_id":"6488cccd8c748815c945e749","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"deployment":{"_id":"6488cccd8c748815c945e74a","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"service":{"_id":"6488cccd8c748815c945e74b","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"httpproxy":{"_id":"6488cccd8c748815c945e74c","createdAt":"2023-06-13T20:08:46.000Z","updatedAt":"2023-06-13T20:08:46.000Z"},"snapshotschedule":{"_id":"6488cccd8c748815c945e74d","createdAt":"2023-06-13T20:08:46.001Z","updatedAt":"2023-06-13T20:08:46.001Z"},"_id":"6488cccd8c748815c945e74e","volumesnapshot":[]},"createdAt":"2023-06-13T20:08:46.001Z","updatedAt":"2023-06-13T20:08:46.001Z","__v":0}[39m
[32minfo | 2023-06-13T20:08:46.013Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | found instance: {"id":"6488cccd8c748815c945e74f","name":" R4fDssK","type":"zcash","project":" DrzIrwa","request":{"cpu":"0.5","memory":"0.5","peers":[]}}[39m
[31merror | 2023-06-13T20:08:46.022Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.findInstance | item v0a7dyzdn1pv not found[39m
[32minfo | 2023-06-13T20:08:46.087Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | created instance: {"name":" tpaPxIX","type":"zcash","project":"387a6b65306e3265796c7566","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488ccce8c748815c945e795","createdAt":"2023-06-13T20:08:46.083Z","updatedAt":"2023-06-13T20:08:46.083Z"},"resources":{"configmap":{"_id":"6488ccce8c748815c945e78c","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"secret":{"_id":"6488ccce8c748815c945e78d","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"persistentvolumeclaim":{"_id":"6488ccce8c748815c945e78e","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"deployment":{"_id":"6488ccce8c748815c945e78f","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"service":{"_id":"6488ccce8c748815c945e790","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"httpproxy":{"_id":"6488ccce8c748815c945e791","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"snapshotschedule":{"_id":"6488ccce8c748815c945e792","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"_id":"6488ccce8c748815c945e793","volumesnapshot":[]},"_id":"6488ccce8c748815c945e794","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z","__v":0}[39m
[32minfo | 2023-06-13T20:08:46.094Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.deleteInstance | deleted instance (6488ccce8c748815c945e794) => {"_id":"6488ccce8c748815c945e794","name":" tpaPxIX","type":"zcash","project":"387a6b65306e3265796c7566","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488ccce8c748815c945e795","createdAt":"2023-06-13T20:08:46.083Z","updatedAt":"2023-06-13T20:08:46.083Z"},"resources":{"configmap":{"_id":"6488ccce8c748815c945e78c","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"secret":{"_id":"6488ccce8c748815c945e78d","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"persistentvolumeclaim":{"_id":"6488ccce8c748815c945e78e","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"deployment":{"_id":"6488ccce8c748815c945e78f","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"service":{"_id":"6488ccce8c748815c945e790","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"httpproxy":{"_id":"6488ccce8c748815c945e791","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"snapshotschedule":{"_id":"6488ccce8c748815c945e792","createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z"},"_id":"6488ccce8c748815c945e793","volumesnapshot":[]},"createdAt":"2023-06-13T20:08:46.084Z","updatedAt":"2023-06-13T20:08:46.084Z","__v":0}[39m
[32minfo | 2023-06-13T20:08:46.110Z | 1d0d7207-b901-4702-b60c-b326e347b6f7 | zbi | main | db initialized[39m
[32minfo | 2023-06-13T20:08:46.114Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | created instance: {"name":" JIXJpza","type":"zcash","project":"6764337a65763775336e7a6c","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488ccce8c748815c945e7b3","createdAt":"2023-06-13T20:08:46.110Z","updatedAt":"2023-06-13T20:08:46.110Z"},"resources":{"configmap":{"_id":"6488ccce8c748815c945e7aa","createdAt":"2023-06-13T20:08:46.110Z","updatedAt":"2023-06-13T20:08:46.110Z"},"secret":{"_id":"6488ccce8c748815c945e7ab","createdAt":"2023-06-13T20:08:46.110Z","updatedAt":"2023-06-13T20:08:46.110Z"},"persistentvolumeclaim":{"_id":"6488ccce8c748815c945e7ac","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z"},"deployment":{"_id":"6488ccce8c748815c945e7ad","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z"},"service":{"_id":"6488ccce8c748815c945e7ae","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z"},"httpproxy":{"_id":"6488ccce8c748815c945e7af","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z"},"snapshotschedule":{"_id":"6488ccce8c748815c945e7b0","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z"},"_id":"6488ccce8c748815c945e7b1","volumesnapshot":[]},"_id":"6488ccce8c748815c945e7b2","createdAt":"2023-06-13T20:08:46.111Z","updatedAt":"2023-06-13T20:08:46.111Z","__v":0}[39m
[32minfo | 2023-06-13T20:08:46.117Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.deleteInstance | deleted instance (yhoasbazmrwd) => null[39m
[32minfo | 2023-06-13T20:08:46.133Z | 1d0d7207-b901-4702-b60c-b326e347b6f7 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T20:08:46.155Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | resources => {"configmap":{"id":"6488ccce8c748815c945e7dc","name":"configmap","type":"configmap","status":"new","properties":{}},"secret":{"id":"6488ccce8c748815c945e7dd","name":"secret","type":"secret","status":"new","properties":{}},"persistentvolumeclaim":{"id":"6488ccce8c748815c945e7de","name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{}},"deployment":{"id":"6488ccce8c748815c945e7df","name":"deployment","type":"deployment","status":"new","properties":{}},"service":{"id":"6488ccce8c748815c945e7e0","name":"service","type":"service","status":"new","properties":{}},"httpproxy":{"id":"6488ccce8c748815c945e7e1","name":"httpproxy","type":"httpproxy","status":"new","properties":{}},"volumesnapshot":[{"id":"6488ccce8c748815c945e7e2","name":"snapshot-1","type":"volumesnapshot","status":"running","properties":{}},{"id":"6488ccce8c748815c945e7e3","name":"snapshot-2","type":"volumesnapshot","status":"running","properties":{}},{"id":"6488ccce8c748815c945e7e4","name":"snapshot-3","type":"volumesnapshot","status":"running","properties":{}}],"snapshotschedule":{"id":"6488ccce8c748815c945e7e5","name":"schedule","type":"snapshotschedule","status":"new","properties":{}}}[39m
[32minfo | 2023-06-13T20:08:46.177Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | received => {"configmap":{"id":"6488ccce8c748815c945e803","name":"configmap","type":"configmap","status":"new","properties":{}},"secret":{"id":"6488ccce8c748815c945e804","name":"secret","type":"secret","status":"new","properties":{}},"persistentvolumeclaim":{"id":"6488ccce8c748815c945e805","name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{}},"deployment":{"id":"6488ccce8c748815c945e806","name":"deployment","type":"deployment","status":"new","properties":{}},"service":{"id":"6488ccce8c748815c945e807","name":"service","type":"service","status":"new","properties":{}},"httpproxy":{"id":"6488ccce8c748815c945e808","name":"httpproxy","type":"httpproxy","status":"new","properties":{}},"volumesnapshot":[{"id":"6488ccce8c748815c945e809","name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{}},{"id":"6488ccce8c748815c945e80a","name":"volumesnapshot-2","type":"volumesnapshot","status":"new","properties":{}},{"id":"6488ccce8c748815c945e80b","name":"volumesnapshot-3","type":"volumesnapshot","status":"new","properties":{}}],"snapshotschedule":{"id":"6488ccce8c748815c945e80c","name":"schedule","type":"snapshotschedule","status":"new","properties":{}}}[39m
[32minfo | 2023-06-13T20:08:46.190Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | test-proj-repo | instance resources => {"name":" iLzIn7d","type":"zcash","project":"7561326463686b317a336e61","request":{"cpu":"0.5","memory":"0.5","peers":[],"_id":"6488ccce8c748815c945e82d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488ccce8c748815c945e836","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488ccce8c748815c945e837","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488ccce8c748815c945e838","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488ccce8c748815c945e839","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488ccce8c748815c945e83a","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488ccce8c748815c945e83b","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488ccce8c748815c945e83c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488ccce8c748815c945e83d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"_id":"6488ccce8c748815c945e835"},"_id":"6488ccce8c748815c945e82c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z","__v":0}[39m
[32minfo | 2023-06-13T20:08:46.195Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.getInstanceResource | found resources => [{"_id":"6488ccce8c748815c945e82c","name":" iLzIn7d","resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488ccce8c748815c945e836","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488ccce8c748815c945e837","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488ccce8c748815c945e838","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488ccce8c748815c945e839","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488ccce8c748815c945e83a","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488ccce8c748815c945e83b","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488ccce8c748815c945e83c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488ccce8c748815c945e83d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"_id":"6488ccce8c748815c945e835"}}][39m
[32minfo | 2023-06-13T20:08:46.198Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.getInstanceResource | found resources => [{"_id":"6488ccce8c748815c945e82c","name":" iLzIn7d","resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488ccce8c748815c945e836","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488ccce8c748815c945e837","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488ccce8c748815c945e838","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488ccce8c748815c945e839","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488ccce8c748815c945e83a","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488ccce8c748815c945e83b","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488ccce8c748815c945e83c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488ccce8c748815c945e83d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"_id":"6488ccce8c748815c945e835"}}][39m
[32minfo | 2023-06-13T20:08:46.201Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.getInstanceResource | found resources => [{"_id":"6488ccce8c748815c945e82c","name":" iLzIn7d","resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488ccce8c748815c945e836","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488ccce8c748815c945e837","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488ccce8c748815c945e838","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488ccce8c748815c945e839","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488ccce8c748815c945e83a","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488ccce8c748815c945e83b","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488ccce8c748815c945e83c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488ccce8c748815c945e83d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"_id":"6488ccce8c748815c945e835"}}][39m
[32minfo | 2023-06-13T20:08:46.205Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | pmr.getInstanceResource | found resources => [{"_id":"6488ccce8c748815c945e82c","name":" iLzIn7d","resources":{"configmap":{"name":"configmap","type":"configmap","status":"new","properties":{},"_id":"6488ccce8c748815c945e836","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"secret":{"name":"secret","type":"secret","status":"new","properties":{},"_id":"6488ccce8c748815c945e837","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"persistentvolumeclaim":{"name":"persistentvolumeclaim","type":"persistentvolumeclaim","status":"new","properties":{},"_id":"6488ccce8c748815c945e838","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"deployment":{"name":"deployment","type":"deployment","status":"new","properties":{},"_id":"6488ccce8c748815c945e839","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"service":{"name":"service","type":"service","status":"new","properties":{},"_id":"6488ccce8c748815c945e83a","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"httpproxy":{"name":"httpproxy","type":"httpproxy","status":"new","properties":{},"_id":"6488ccce8c748815c945e83b","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"volumesnapshot":[{"name":"volumesnapshot-1","type":"volumesnapshot","status":"new","properties":{},"_id":"6488ccce8c748815c945e83c","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"}],"snapshotschedule":{"name":"schedule","type":"snapshotschedule","status":"new","properties":{},"_id":"6488ccce8c748815c945e83d","createdAt":"2023-06-13T20:08:46.187Z","updatedAt":"2023-06-13T20:08:46.187Z"},"_id":"6488ccce8c748815c945e835"}}][39m
[32minfo | 2023-06-13T20:08:46.238Z | 1d0d7207-b901-4702-b60c-b326e347b6f7 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T20:08:46.271Z | 7d2b5071-1c6c-4263-9b54-e3bacc5c6b0e | zbi | main | closed connection[39m
[32minfo | 2023-06-13T20:19:15.423Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T20:19:15.424Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.424Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.426Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T20:19:15.448Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T20:19:15.449Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.449Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.451Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | initializing db[39m
[32minfo | 2023-06-13T20:19:15.400Z | a0fbdde5-c319-40a0-890a-be83ac512de0 | zbi | main | initializing database - mongodb-mem[39m
[32minfo | 2023-06-13T20:19:15.592Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.596Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | main | initializing db[39m
[32minfo | 2023-06-13T20:19:15.669Z | d6f3b17b-8a2f-47b5-b37d-34a22bae5a4b | zbi | main | initializing mongo memory db[39m
[32minfo | 2023-06-13T20:19:15.672Z | d6f3b17b-8a2f-47b5-b37d-34a22bae5a4b | zbi | main | initializing db[39m
[32minfo | 2023-06-13T20:19:15.860Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | db initialized[39m
[32minfo | 2023-06-13T20:19:15.860Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | db initialized[39m
[32minfo | 2023-06-13T20:19:15.860Z | d6f3b17b-8a2f-47b5-b37d-34a22bae5a4b | zbi | main | db initialized[39m
[32minfo | 2023-06-13T20:19:15.861Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | main | db initialized[39m
[32minfo | 2023-06-13T20:19:15.888Z | d6f3b17b-8a2f-47b5-b37d-34a22bae5a4b | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T20:19:15.888Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T20:19:15.889Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T20:19:15.890Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | main | connected to memory server[39m
[32minfo | 2023-06-13T20:19:15.983Z | d6f3b17b-8a2f-47b5-b37d-34a22bae5a4b | zbi | main | closed connection[39m
[32minfo | 2023-06-13T20:19:15.987Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | test-proj-repo | created owner: {"userid":"6488cf436c3ab788968058d1","name":" 1HaxY  OVKdBaQk","email":"nzo6w@zbitech.io","status":"active","role":"owner"}[39m
[32minfo | 2023-06-13T20:19:15.988Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | test-proj-repo | created team: {"id":"6488cf436c3ab788968058d9","name":" uSFaL","owner":{"userid":"6488cf436c3ab788968058d1"},"members":[]}[39m
[32minfo | 2023-06-13T20:19:15.988Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | crete-project-repo | creating project {"name":" Gq1LyjB","owner":"6488cf436c3ab788968058d1","team":"6488cf436c3ab788968058d9","network":"testnet","description":" pLF2otfIK7HJGVEuIy4N"}[39m
[37mdebug | 2023-06-13T20:19:16.024Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | crete-project-repo | populating project details - {"name":" Gq1LyjB","network":"testnet","owner":{"_id":"6488cf436c3ab788968058d1","email":"nzo6w@zbitech.io","name":" 1HaxY  OVKdBaQk"},"team":{"_id":"6488cf436c3ab788968058d9","name":" uSFaL"},"description":" pLF2otfIK7HJGVEuIy4N","_id":"6488cf436c3ab788968058dc","createdAt":"2023-06-13T20:19:15.990Z","updatedAt":"2023-06-13T20:19:15.990Z","__v":0}[39m
[32minfo | 2023-06-13T20:19:16.024Z | a51f7952-609b-40dd-ad55-de7781d6ede0 | zbi | main | closed connection[39m
[32minfo | 2023-06-13T20:19:16.024Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | test-proj-repo | created schema: {"id":"6488cf436c3ab788968058dc","name":" Gq1LyjB","owner":{"userid":"6488cf436c3ab788968058d1","name":" 1HaxY  OVKdBaQk","email":"nzo6w@zbitech.io"},"team":{"id":"6488cf436c3ab788968058d9","name":" uSFaL"},"network":"testnet","description":" pLF2otfIK7HJGVEuIy4N"}[39m
[32minfo | 2023-06-13T20:19:16.042Z | 48317e03-a28f-475b-a000-bb44a245de7a | zbi | mock-schema | creating 10 projects[39m
[37mdebug | 2023-06-13T20:19:16.084Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | validate-password | found user: {"_id":"6488cf439f38063d1497eca4","email":"test@zbitech.net","name":"Owner","role":"owner","status":"active","password":"$2b$10$qju7KmB9tSkg91t2qzY6XOxDB9vNfpgFH5e0ZnnkwBhgtiwqNrUWa","registration":{"acceptedTerms":true,"provider":"local","_id":"6488cf439f38063d1497eca5","createdAt":"2023-06-13T20:19:15.993Z","updatedAt":"2023-06-13T20:19:15.993Z"},"createdAt":"2023-06-13T20:19:15.995Z","updatedAt":"2023-06-13T20:19:15.995Z","__v":0}[39m
[37mdebug | 2023-06-13T20:19:16.154Z | 80a37168-d5ce-4230-bae1-580fcb5cd0b0 | zbi | authenticate-user | found user: {"userid":"6488cf439f38063d1497eca4","name":"Owner","email":"test@zbitech.net","status":"active","role":"owner"}[39m
